run_id,source_type,source_path,original_filename,destination_filename,extension,size_bytes,sha256,duplicate_of,source_still_exists,status,error
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185334_702@1702567764.jpg,IMG_20250405_185334_702@1702567764.jpg,IMG_20250405_185334_702@1702567764.jpg,.jpg,3907058,fd63bf78313e20b83ca73c07353703d6307ff97bc526206c4da84710391fa4b1,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185336_307@-1162770985.jpg,IMG_20250405_185336_307@-1162770985.jpg,IMG_20250405_185336_307@-1162770985.jpg,.jpg,4044675,741fcd67baadbf8d284a746b0c79255bdbf73ee1d3342cbfff375f2f3c5cc318,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185339_216@1145002167.jpg,IMG_20250405_185339_216@1145002167.jpg,IMG_20250405_185339_216@1145002167.jpg,.jpg,4021109,a2eb823a980807f16f8f50135e669c5af5d43810cf271111a17c1fa244243032,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185413_950@-272563343.jpg,IMG_20250405_185413_950@-272563343.jpg,IMG_20250405_185413_950@-272563343.jpg,.jpg,3573433,5925b8475c336a85111b75b56f04cfb3ed4c5e91d7b6aa0a525be4a99197757f,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185415_506@1014842970.jpg,IMG_20250405_185415_506@1014842970.jpg,IMG_20250405_185415_506@1014842970.jpg,.jpg,3663932,6f92dd7c2e55d316abb4facf622205830e94306871000aac3a86447b54ceeb41,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185423_829@-1434156293.jpg,IMG_20250405_185423_829@-1434156293.jpg,IMG_20250405_185423_829@-1434156293.jpg,.jpg,3919291,dbf7cf53d0b7ae9be352818a815a57e4982f79c40ba479c6d246bdeecdf8efe2,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185430_767@-1278107824.jpg,IMG_20250405_185430_767@-1278107824.jpg,IMG_20250405_185430_767@-1278107824.jpg,.jpg,3676863,b6f7218653cb518ba22e0683475e2275c1cddd209ba1f04663a878bf043f4365,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185434_947@1799757976.jpg,IMG_20250405_185434_947@1799757976.jpg,IMG_20250405_185434_947@1799757976.jpg,.jpg,3435825,bf84f4c6188e2667de24b9f42181f357a4054762bd5204545ab19a36ed90f84c,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185436_526@-1128380201.jpg,IMG_20250405_185436_526@-1128380201.jpg,IMG_20250405_185436_526@-1128380201.jpg,.jpg,3504553,5b28476a89a2caaa877aecfb1ea146524d6831fa9b4dda498c1d966088fcb0d9,,True,copied,
20260908T095809Z,android,/storage/emulated/0/.share_protect/IMG_20250405_185451_906@-1876280362.jpg,IMG_20250405_185451_906@-1876280362.jpg,IMG_20250405_185451_906@-1876280362.jpg,.jpg,3553233,cd6a8c0ae5515c1c80ad8ebcdf35161b439be272c21f90656d8ca4062066a139,,True,copied,
